"Mod_level","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","category","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_instructions2","correct_instructions3","correct_keyboard_response","correct_response","count_block_1","count_block_2","count_block_3","count_block_4","count_correct","count_experiment","count_fixation","count_incorrect","count_instructions1","count_instructions2","count_instructions3","count_instructions4","count_instructions_4","count_keyboard_response","count_logger","count_mask1","count_mask2","count_practice","count_prime","count_target","count_thanks","count_trial_sequence","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice","logfile","mouse_backend","opensesame_codename","opensesame_version","prime","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_instructions4","response_instructions_4","response_keyboard_response","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_instructions4","response_time_instructions_4","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_block_1","time_block_2","time_block_3","time_block_4","time_correct","time_experiment","time_fixation","time_incorrect","time_instructions1","time_instructions2","time_instructions3","time_instructions4","time_instructions_4","time_keyboard_response","time_logger","time_mask1","time_mask2","time_practice","time_prime","time_target","time_thanks","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_length"
"one_modification","40","40","562.1482854534406","562.1482854534406","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","19","0","19","19","0","0","0","NA","NA","19","19","19","19","0","19","19","0","19","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","19","19","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","CAK3","0","n","space","space","space","NA","NA","n","49.42316701635718","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","49.42316701635718","2","psycho","1024","2","48000","-16","experiment","999","odd","CAKE","NA","NA","NA","NA","40012.569125014124","2556.1982080107555","40587.12416602066","35310.730249999324","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","41340.94808300142","41391.70616600313","41241.644333000295","41307.38012501388","4132.774208002957","41275.24787501898","41340.825040999334","NA","40579.786040994804","Class2","8","11242.965709068812","20","yes","1024","4"
"exact","42.857142857142854","42.857142857142854","540.3207381466581","540.3207381466581","black","psycho","natural","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","n","NA","NA","NA","NA","20","0","20","20","0","0","0","NA","NA","20","20","20","20","0","20","20","0","20","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","20","20","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","TICK","0","n","space","space","space","NA","NA","n","103.76979201100767","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","103.76979201100767","2","psycho","1024","2","48000","-16","experiment","999","odd","TICK","NA","NA","NA","NA","40012.569125014124","2556.1982080107555","41961.43049999955","41394.38695801073","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","42714.20233300887","42819.267415994545","42615.01158299507","42680.59133301722","4132.774208002957","42648.62849999918","42714.08100001281","NA","41958.28758299467","Class2","9","11346.73550107982","21","yes","1024","4"
"two_modifications","40.90909090909091","40.90909090909091","526.9514565033288","526.9514565033288","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","21","0","21","21","0","0","0","NA","NA","21","21","21","21","0","21","21","0","21","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","21","21","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","V4S3","0","n","space","space","space","NA","NA","n","246.19654199341312","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","246.19654199341312","2","psycho","1024","2","48000","-16","experiment","999","odd","VASE","NA","NA","NA","NA","42822.978875017725","2556.1982080107555","43389.59041601629","41394.38695801073","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","44143.53754100739","44390.78812501975","44044.0270830004","44109.9310410209","4132.774208002957","44077.92983300169","44143.41725001577","NA","43386.55175000895","Class2","9","11592.932043073233","22","yes","1024","4"
"exact","43.47826086956522","43.47826086956522","516.2466613072194","516.2466613072194","black","psycho","natural","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","n","NA","NA","NA","NA","22","0","22","22","0","0","0","NA","NA","22","22","22","22","0","22","22","0","22","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","22","22","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","TUNA","0","n","space","space","space","NA","NA","n","280.7411669928115","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","280.7411669928115","2","psycho","1024","2","48000","-16","experiment","999","odd","TUNA","NA","NA","NA","NA","42822.978875017725","2556.1982080107555","44962.00262501952","44394.579707994126","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","45717.02979100519","45998.9770000102","45617.7507500106","45683.28804100747","4132.774208002957","45651.23262500856","45716.916791017866","NA","44959.16062500328","Class2","10","11873.673210066045","23","yes","1024","4"
"two_modifications","45.833333333333336","45.833333333333336","508.0554722941694","508.0554722941694","black","psycho","manmade","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","m","NA","NA","NA","NA","23","0","23","23","0","0","0","NA","NA","23","23","23","23","0","23","23","0","23","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","23","23","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","S1N>|","0","m","space","space","space","NA","NA","m","319.6581249940209","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","319.6581249940209","2","psycho","1024","2","48000","-16","experiment","999","odd","SINK","NA","NA","NA","NA","46001.78641601815","2556.1982080107555","46569.63533299859","44394.579707994126","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","47323.6813750118","47644.84625001205","47224.3595829932","47289.978750020964","4132.774208002957","47257.88587500574","47323.56250000885","NA","46566.77283300087","Class2","11","12193.331335060066","24","yes","1024","4"
"exact","44","44","506.8004584033042","506.8004584033042","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","24","0","24","24","0","0","0","NA","NA","24","24","24","24","0","24","24","0","24","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","24","24","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","LAMP","0","n","space","space","space","NA","NA","n","476.68012502253987","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","476.68012502253987","2","psycho","1024","2","48000","-16","experiment","999","odd","LAMP","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","48215.71458299877","44394.579707994126","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","48969.2225829931","49447.11358300992","48870.239833020605","48935.68579101702","4132.774208002957","48903.7706660165","48969.097833003616","NA","48211.95241599344","Class2","11","12670.011460082605","25","yes","1024","4"
"one_modification","42.30769230769231","42.30769230769231","500.23584942615486","500.23584942615486","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","25","0","25","25","0","0","0","NA","NA","25","25","25","25","0","25","25","0","25","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","25","25","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12",",_|EEP","0","n","space","space","space","NA","NA","n","336.12062499742024","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","336.12062499742024","2","psycho","1024","2","48000","-16","experiment","999","odd","JEEP","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","50017.67983302125","49450.67950000521","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","50770.403541013366","51107.73970800801","50671.18112501339","50736.7303330102","4132.774208002957","50704.739458014956","50770.200708007906","NA","50015.70891600568","Class2","11","13006.132085080026","26","yes","1024","4"
"unrelated","40.74074074074074","40.74074074074074","490.9664768913192","490.9664768913192","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","26","0","26","26","0","0","0","NA","NA","26","26","26","26","0","26","26","0","26","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","26","26","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","LION","0","n","space","space","space","NA","NA","n","249.9627909855917","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","249.9627909855917","2","psycho","1024","2","48000","-16","experiment","999","odd","VASE","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","51685.25450001471","51111.5375829977","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","52438.59100001282","52690.1574160147","52339.453499997035","52405.02537501743","4132.774208002957","52372.91187501978","52438.46079101786","NA","51683.167750015855","Class2","11","13256.094876065617","27","yes","1024","4"
"exact","39.285714285714285","39.285714285714285","477.81718753789653","477.81718753789653","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","27","0","27","27","0","0","0","NA","NA","27","27","27","27","0","27","27","0","27","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","27","27","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","OVEN","0","n","space","space","space","NA","NA","n","122.78637499548495","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","122.78637499548495","2","psycho","1024","2","48000","-16","experiment","999","odd","OVEN","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","53259.9992910109","52693.12304101186","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","54013.40091601014","54137.404333014274","53914.00866600452","53979.63695801445","4132.774208002957","53947.51504101441","54013.28387501417","NA","53257.20379099948","Class2","11","13378.881251061102","28","yes","1024","4"
"two_modifications","37.93103448275862","37.93103448275862","464.6936724502352","464.6936724502352","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","28","0","28","28","0","0","0","NA","NA","28","28","28","28","0","28","28","0","28","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","28","28","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12",")1SH","0","n","space","space","space","NA","NA","n","97.23524999571964","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","97.23524999571964","2","psycho","1024","2","48000","-16","experiment","999","odd","DISH","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","54713.67600001395","54141.19095800561","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","55467.387750017224","55565.803416015115","55368.12870801077","55433.85620799381","4132.774208002957","55401.74475000822","55467.270249995636","NA","54710.45079099713","Class2","11","13476.116501056822","29","yes","1024","4"
"unrelated","36.666666666666664","36.666666666666664","451.91443893515196","451.91443893515196","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","29","0","29","29","0","0","0","NA","NA","29","29","29","29","0","29","29","0","29","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","29","29","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","KNEE","0","n","space","space","space","NA","NA","n","81.31666699773632","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","81.31666699773632","2","psycho","1024","2","48000","-16","experiment","999","odd","CAKE","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","56136.82804099517","55569.5454160159","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","56890.23883300251","56972.876500018174","56790.54275000817","56856.45204101456","4132.774208002957","56824.16025002021","56890.11262499844","NA","56133.902958012186","Class2","11","13557.433168054558","30","yes","1024","4"
"exact","35.483870967741936","35.483870967741936","446.96670971086036","446.96670971086036","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","30","0","30","30","0","0","0","NA","NA","30","30","30","30","0","30","30","0","30","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","30","30","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","VASE","0","n","space","space","space","NA","NA","n","298.5348329821136","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","298.5348329821136","2","psycho","1024","2","48000","-16","experiment","999","odd","VASE","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","57543.90783299459","56975.73491602088","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","58297.920208016876","58597.65533299651","58198.608083010186","58264.28666600259","4132.774208002957","58232.162583008176","58297.77274999651","NA","57540.25362501852","Class2","11","13855.968001036672","31","yes","1024","4"
"exact","34.375","34.375","440.01132165703893","440.01132165703893","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","31","0","31","31","0","0","0","NA","NA","31","31","31","31","0","31","31","0","31","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","31","31","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","CAKE","0","n","space","space","space","NA","NA","n","224.39429198857397","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","224.39429198857397","2","psycho","1024","2","48000","-16","experiment","999","odd","CAKE","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","59167.75725001935","58601.205208018655","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","59920.89466602192","60146.29595799488","59821.40983300633","59887.04708300065","4132.774208002957","59855.00295800739","59920.774791011354","NA","59165.052666008705","Class2","11","14080.362293025246","32","yes","1024","4"
"two_modifications","36.36363636363637","36.36363636363637","431.9823687282306","431.9823687282306","black","psycho","natural","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","n","NA","NA","NA","NA","32","0","32","32","0","0","0","NA","NA","32","32","32","32","0","32","32","0","32","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","32","32","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","V1^/E","0","n","space","space","space","NA","NA","n","175.05587500636466","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","175.05587500636466","2","psycho","1024","2","48000","-16","experiment","999","odd","VINE","NA","NA","NA","NA","47647.6462080027","2556.1982080107555","60718.32066599745","60149.85145800165","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","61472.64304099372","61648.810625018086","61372.8597080044","61438.87133299722","4132.774208002957","61406.58599999733","61472.509625018574","NA","60714.26762500778","Class2","12","14255.41816803161","33","yes","1024","4"
"exact","35.294117647058826","35.294117647058826","422.5563100891818","422.5563100891818","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","33","0","33","33","0","0","0","NA","NA","33","33","33","33","0","33","33","0","33","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","33","33","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","COAT","0","n","space","space","space","NA","NA","n","111.49637500056997","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","111.49637500056997","2","psycho","1024","2","48000","-16","experiment","999","odd","COAT","NA","NA","NA","NA","61652.47270799591","2556.1982080107555","62220.39733300335","60149.85145800165","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","62973.60029100673","63086.36075002141","62874.07633301336","62940.04675000906","4132.774208002957","62907.85845799837","62973.48229101044","NA","62216.69733300223","Class2","12","14366.91454303218","34","yes","1024","4"
"one_modification","37.142857142857146","37.142857142857146","415.63687980108494","415.63687980108494","black","psycho","natural","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","n","NA","NA","NA","NA","34","0","34","34","0","0","0","NA","NA","34","34","34","34","0","34","34","0","34","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","34","34","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","TIC|<","0","n","space","space","space","NA","NA","n","180.37625000579283","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","180.37625000579283","2","psycho","1024","2","48000","-16","experiment","999","odd","TICK","NA","NA","NA","NA","61652.47270799591","2556.1982080107555","63658.49670799798","63089.94058301323","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","64413.621000014246","64595.17929100548","64313.357875013025","64379.900791012915","4132.774208002957","64347.00891599641","64413.424791011494","NA","63654.39779101871","Class2","13","14547.290793037973","35","yes","1024","4"
"two_modifications","36.111111111111114","36.111111111111114","410.76650005642375","410.76650005642375","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","35","0","35","35","0","0","0","NA","NA","35","35","35","35","0","35","35","0","35","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","35","35","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","OV3Ð˜","0","n","space","space","space","NA","NA","n","240.30320899328217","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","240.30320899328217","2","psycho","1024","2","48000","-16","experiment","999","odd","OVEN","NA","NA","NA","NA","64599.30962501676","2556.1982080107555","65171.03629099438","63089.94058301323","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","65925.41504101246","66166.9182080077","65825.51441600663","65891.66837499943","4132.774208002957","65859.21437499928","65925.29341601767","NA","65167.26441599894","Class2","13","14787.594002031256","36","yes","1024","4"
"two_modifications","35.13513513513514","35.13513513513514","405.4880912708295","405.4880912708295","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","36","0","36","36","0","0","0","NA","NA","36","36","36","36","0","36","36","0","36","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","36","36","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","J3E|*","0","n","space","space","space","NA","NA","n","215.46537498943508","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","215.46537498943508","2","psycho","1024","2","48000","-16","experiment","999","odd","JEEP","NA","NA","NA","NA","64599.30962501676","2556.1982080107555","66738.36370802019","66170.61541602015","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","67492.32212500647","67709.00754100876","67393.08362500742","67458.73004102032","4132.774208002957","67426.62737501087","67492.20220799907","NA","66734.85929099843","Class2","13","15003.05937702069","37","yes","1024","4"
"unrelated","36.8421052631579","36.8421052631579","399.38471936942443","399.38471936942443","black","psycho","natural","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","n","NA","NA","NA","NA","37","0","37","37","0","0","0","NA","NA","37","37","37","37","0","37","37","0","37","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","37","37","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","CORD","0","n","space","space","space","NA","NA","n","173.5599590174388","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","173.5599590174388","2","psycho","1024","2","48000","-16","experiment","999","odd","TREE","NA","NA","NA","NA","64599.30962501676","2556.1982080107555","68280.651958019","67713.19675000268","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","69034.9712909956","69209.6697500092","68934.25962500623","69001.26354099484","4132.774208002957","68969.0498750133","69034.8559160193","NA","68277.11054100655","Class2","14","15176.61933603813","38","yes","1024","4"
"unrelated","35.8974358974359","35.8974358974359","390.30437400110833","390.30437400110833","black","psycho","manmade","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","m","NA","NA","NA","NA","38","0","38","38","0","0","0","NA","NA","38","38","38","38","0","38","38","0","38","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","38","38","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","FROG","0","n","space","space","space","NA","NA","n","45.251250005094334","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","45.251250005094334","2","psycho","1024","2","48000","-16","experiment","999","odd","LAMP","NA","NA","NA","NA","69213.16954100621","2556.1982080107555","69783.31600001547","67713.19675000268","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","70537.39133299678","70583.91020802082","70437.9413750139","70503.48899999517","4132.774208002957","70471.47350001615","70537.24875001353","NA","69777.88845801842","Class2","14","15221.870586043224","39","yes","1024","4"
"unrelated","37.5","37.5","384.0488729758363","384.0488729758363","black","psycho","manmade","psycho","psycho","0","uniform","1","undefined","undefined","undefined","1","m","NA","NA","NA","NA","39","0","39","39","0","0","0","NA","NA","39","39","39","39","0","39","39","0","39","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","39","39","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","BOOT","0","m","space","space","space","NA","NA","m","140.08433299022727","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","140.08433299022727","2","psycho","1024","2","48000","-16","experiment","999","odd","DISH","NA","NA","NA","NA","69213.16954100621","2556.1982080107555","71153.85145801702","70586.66008300497","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","71908.75458301161","72050.41083300603","71809.40329100122","71875.09912499809","4132.774208002957","71842.98929100623","71908.6367910204","NA","71150.735541014","Class2","15","15361.954919033451","40","yes","1024","4"
"unrelated","36.58536585365854","36.58536585365854","374.89795534184384","374.89795534184384","black","psycho","natural","psycho","psycho","0","uniform","0","undefined","undefined","undefined","0","n","NA","NA","NA","NA","40","0","40","40","0","0","0","NA","NA","40","40","40","40","0","40","40","0","40","Thu Nov 24 11:48:55 2022","The main experiment item","yes","NA","Class2_2022.osexp","/Users/ethan/Documents/GitHub/OpenSesame/Class2","no","mono","no","18","no","white","no","no","768","psycho","40","40","/Users/ethan/Documents/GitHub/OpenSesame/Class2/quickrun.csv","psycho","Lentiform Loewenfeld","3.3.12","PLOT","0","m","space","space","space","NA","NA","m","8.861249982146546","493.04258401389234","487.69829198135994","547.1452079946175","NA","NA","8.861249982146546","2","psycho","1024","2","48000","-16","experiment","999","odd","BEAK","NA","NA","NA","NA","72053.57375001768","2556.1982080107555","72620.72525001713","70586.66008300497","2570.190166006796","3085.220458015101","3584.2939580034","NA","NA","73375.06658301572","73385.19854101469","73275.41612501955","73341.22825000668","4132.774208002957","73309.09258301836","73374.93762501981","NA","72617.63049999718","Class2","15","15370.816169015598","41","yes","1024","4"
